player,mean_salary,full_contract,first_year_salary,free_agency_year,position,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp
Terrel Harris,318329.0,318329.0,318329.0,2012,SG,24.0,MIA,22.0,1.0,14.5,1.3,3.8,0.349,0.4,1.8,0.205,1.0,2.0,0.477,0.398,0.6,1.0,0.667,0.8,1.5,2.3,1.2,0.4,0.1,1.1,1.5,3.6,318.0,6.7,0.434,0.47,0.253,7.0,11.9,9.6,12.2,1.5,0.5,21.3,17.1,-0.3,0.4,0.1,0.011,-4.4,-0.7,-5.1,-0.3
Spencer Hawes,6500000.0,13000000.0,6500000.0,2012,C,23.0,PHI,37.0,29.0,24.9,4.2,8.6,0.489,0.1,0.3,0.25,4.1,8.3,0.498,0.494,1.1,1.5,0.727,2.1,5.2,7.3,2.6,0.4,1.3,1.5,2.7,9.6,920.0,18.1,0.517,0.038,0.172,9.4,23.3,16.3,17.6,0.9,3.9,13.8,20.3,1.1,1.9,2.9,0.152,-0.2,1.6,1.5,0.8
Brendan Haywood,1900000.0,5700000.0,1900000.0,2012,C,32.0,DAL,54.0,54.0,21.2,2.2,4.2,0.518,0.0,0.0,0.0,2.2,4.2,0.518,0.518,0.8,1.8,0.469,2.6,3.4,6.0,0.4,0.4,1.0,0.9,2.2,5.2,1146.0,12.9,0.52,0.0,0.421,13.7,18.0,15.9,2.6,1.1,3.8,14.5,12.8,1.1,1.6,2.7,0.114,-2.1,0.2,-1.9,0.0
Roy Hibbert,14591390.75,58365563.0,13668750.0,2012,C,25.0,IND,65.0,65.0,29.8,5.1,10.3,0.497,0.0,0.0,0.0,5.1,10.3,0.498,0.497,2.6,3.7,0.711,3.3,5.5,8.8,1.7,0.5,2.0,2.0,3.0,12.8,1937.0,19.3,0.539,0.001,0.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,3.2,3.0,6.2,0.154,1.0,0.4,1.4,1.7
J.J. Hickson,4000000.0,4000000.0,4000000.0,2012,PF,23.0,TOT,54.0,19.0,23.0,3.4,7.3,0.467,0.0,0.0,0.0,3.4,7.2,0.469,0.467,1.6,2.5,0.642,2.5,3.7,6.2,0.8,0.6,0.6,1.3,1.6,8.4,1244.0,14.9,0.501,0.005,0.342,11.7,19.0,15.2,5.9,1.2,2.1,13.4,18.7,0.9,0.8,1.7,0.066,-0.8,-1.5,-2.3,-0.1
Cory Higgins,192791.0,192791.0,192791.0,2012,PG,22.0,CHA,38.0,0.0,11.1,1.4,4.2,0.325,0.1,0.5,0.2,1.3,3.7,0.343,0.338,1.1,1.6,0.7,0.2,0.7,0.9,0.9,0.1,0.2,1.0,1.1,3.9,423.0,4.1,0.402,0.125,0.375,1.8,7.9,4.7,15.0,0.6,1.1,17.3,24.6,-1.2,-0.1,-1.3,-0.15,-6.6,-3.8,-10.4,-0.9
George Hill,8000000.0,40000000.0,8000000.0,2012,PG,25.0,IND,50.0,9.0,25.5,3.4,7.6,0.442,1.1,2.9,0.367,2.3,4.7,0.489,0.513,1.8,2.3,0.778,0.6,2.4,3.0,2.9,0.8,0.3,1.0,2.0,9.6,1274.0,15.7,0.557,0.387,0.308,2.8,10.5,6.7,18.8,1.7,1.1,10.8,17.2,2.8,1.3,4.0,0.152,1.8,0.5,2.3,1.4
Jordan Hill,3563600.0,7127200.0,3563600.0,2012,C,24.0,TOT,39.0,8.0,14.1,2.1,4.2,0.497,0.0,0.1,0.0,2.1,4.2,0.506,0.497,0.8,1.2,0.638,1.6,3.2,4.8,0.4,0.4,0.7,0.8,1.8,5.0,551.0,15.8,0.522,0.018,0.285,12.8,26.3,19.5,4.7,1.3,3.6,14.3,17.9,0.5,0.8,1.4,0.118,-1.8,0.3,-1.5,0.1
Kirk Hinrich,4000000.0,8000000.0,3941000.0,2012,SG,31.0,ATL,48.0,31.0,25.8,2.5,6.1,0.414,1.0,2.8,0.346,1.6,3.3,0.472,0.493,0.5,0.7,0.781,0.2,1.9,2.1,2.8,0.8,0.2,1.2,2.1,6.6,1237.0,9.2,0.511,0.461,0.108,1.1,8.5,4.8,16.3,1.6,0.7,15.8,13.9,0.4,1.4,1.8,0.069,-2.6,0.5,-2.1,-0.1
Ryan Hollins,1069509.0,1069509.0,1069509.0,2012,C,27.0,TOT,39.0,8.0,13.4,1.2,2.2,0.548,0.0,0.0,0.0,1.2,2.2,0.548,0.548,1.0,1.9,0.52,0.9,1.2,2.1,0.2,0.1,0.4,0.9,2.0,3.4,522.0,6.9,0.56,0.0,0.893,7.4,10.7,9.0,2.7,0.5,2.5,23.0,13.4,-0.1,0.3,0.2,0.023,-5.9,-1.0,-6.9,-0.6
Josh Howard,274775.0,274775.0,274775.0,2012,SF,31.0,UTA,43.0,18.0,23.0,3.3,8.4,0.399,0.2,0.9,0.243,3.1,7.5,0.417,0.411,1.7,2.3,0.773,0.9,2.8,3.7,1.2,0.7,0.2,1.2,2.1,8.7,991.0,10.5,0.461,0.102,0.269,4.5,13.9,9.2,7.9,1.7,0.8,11.6,20.7,-0.2,0.7,0.5,0.025,-2.8,-0.9,-3.7,-0.4
Kris Humphries,12000000.0,24000000.0,12000000.0,2012,PF,26.0,NJN,62.0,62.0,34.9,5.2,10.8,0.481,0.0,0.0,0.0,5.2,10.8,0.481,0.481,3.4,4.5,0.752,3.8,7.2,11.0,1.5,0.8,1.2,1.9,2.8,13.8,2162.0,17.9,0.539,0.0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13.0,19.3,3.6,1.7,5.3,0.118,0.2,-1.2,-0.9,0.6
Royal Ivey,1223166.0,1223166.0,1223166.0,2012,SG,30.0,OKC,34.0,0.0,10.4,0.8,2.1,0.356,0.5,1.6,0.34,0.2,0.6,0.4,0.479,0.0,0.2,0.125,0.0,0.7,0.7,0.3,0.4,0.0,0.3,1.1,2.1,354.0,4.7,0.464,0.726,0.11,0.3,6.9,3.9,4.1,2.0,0.0,10.5,10.9,-0.1,0.3,0.2,0.025,-4.3,0.5,-3.7,-0.1
Antawn Jamison,1352181.0,1352181.0,1352181.0,2012,PF,35.0,CLE,65.0,65.0,33.1,6.5,16.1,0.403,1.4,4.1,0.341,5.1,12.0,0.425,0.447,2.8,4.2,0.683,1.9,4.4,6.3,2.0,0.8,0.7,1.4,2.5,17.2,2151.0,16.1,0.481,0.256,0.26,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,2.1,1.0,3.1,0.07,1.4,-1.6,-0.3,0.9
Jared Jeffries,1541486.0,4624458.0,1475106.0,2012,PF,30.0,NYK,39.0,4.0,18.7,1.5,3.7,0.41,0.1,0.4,0.188,1.4,3.3,0.438,0.42,1.3,1.8,0.681,1.8,2.1,3.9,0.7,0.7,0.6,0.7,2.3,4.4,729.0,10.9,0.484,0.111,0.5,10.8,13.3,12.0,5.4,2.0,2.7,14.2,12.6,0.5,1.1,1.7,0.109,-2.3,1.4,-1.0,0.2
Ivan Johnson,962195.0,962195.0,962195.0,2012,PF,27.0,ATL,56.0,0.0,16.7,2.5,4.9,0.513,0.0,0.1,0.333,2.5,4.8,0.517,0.516,1.3,1.8,0.72,1.2,2.9,4.0,0.6,0.8,0.3,1.2,2.1,6.4,934.0,14.3,0.558,0.022,0.364,8.2,20.1,14.2,5.7,2.4,1.5,17.8,19.5,0.5,1.7,2.2,0.113,-2.8,0.6,-2.2,0.0
Dahntay Jones,2900000.0,2900000.0,2900000.0,2012,SF,31.0,IND,65.0,3.0,16.2,1.8,4.3,0.409,0.5,1.2,0.429,1.3,3.1,0.402,0.468,1.3,1.5,0.838,0.4,1.4,1.8,1.0,0.4,0.2,0.7,1.8,5.3,1052.0,10.3,0.533,0.274,0.352,2.5,10.0,6.3,9.6,1.2,0.8,12.4,16.0,1.1,0.8,2.0,0.09,-1.7,-0.1,-1.9,0.0
Chris Kaman,8000000.0,8000000.0,8000000.0,2012,C,29.0,NOH,47.0,33.0,29.2,5.7,12.7,0.446,0.0,0.0,0.0,5.7,12.7,0.446,0.446,1.8,2.3,0.785,1.9,5.9,7.7,2.1,0.5,1.6,2.7,2.3,13.1,1372.0,15.3,0.478,0.0,0.179,7.9,23.5,15.8,14.0,1.0,4.7,16.7,26.6,-1.2,1.9,0.7,0.024,-1.8,0.5,-1.3,0.2
Carl Landry,4000000.0,8000000.0,4000000.0,2012,PF,28.0,NOH,41.0,8.0,24.4,4.4,8.8,0.503,0.0,0.1,0.0,4.4,8.8,0.507,0.503,3.6,4.5,0.799,1.9,3.3,5.2,0.9,0.3,0.3,1.6,2.2,12.5,999.0,18.2,0.577,0.008,0.508,9.5,15.9,12.8,7.1,0.7,1.0,12.6,24.0,2.2,0.7,2.9,0.139,1.3,-1.5,-0.2,0.4
Courtney Lee,5337500.0,21350000.0,5000000.0,2012,SG,26.0,HOU,58.0,26.0,30.3,4.3,10.0,0.433,1.5,3.7,0.401,2.8,6.3,0.452,0.508,1.2,1.5,0.826,0.4,2.3,2.7,1.5,1.2,0.4,1.1,1.8,11.4,1757.0,12.6,0.534,0.374,0.148,1.7,8.9,5.2,7.9,2.0,0.9,9.4,17.6,1.8,1.4,3.2,0.087,-0.4,0.3,0.0,0.9
Rashard Lewis,1375844.0,2751688.0,1352181.0,2012,SF,32.0,WAS,28.0,15.0,26.0,3.0,7.9,0.385,0.6,2.4,0.239,2.5,5.5,0.448,0.421,1.1,1.3,0.838,1.2,2.7,3.9,1.0,0.8,0.4,1.1,1.8,7.8,729.0,9.3,0.457,0.303,0.167,5.2,11.7,8.4,5.7,1.6,1.1,11.9,16.5,-0.2,0.4,0.3,0.018,-2.3,-1.3,-3.5,-0.3
DeAndre Liggins,823244.0,1646488.0,762195.0,2012,SF,23.0,ORL,17.0,0.0,6.8,0.7,1.5,0.48,0.0,0.2,0.0,0.7,1.2,0.571,0.48,0.5,1.1,0.474,0.4,0.5,0.9,0.3,0.4,0.0,0.6,0.4,1.9,115.0,8.9,0.495,0.16,0.76,5.9,9.2,7.5,7.1,2.8,0.0,23.1,17.7,-0.1,0.1,0.0,0.0,-4.2,-0.3,-4.5,-0.1
Jeremy Lin,8374646.0,25123938.0,8374646.0,2012,PG,23.0,NYK,35.0,25.0,26.9,4.9,10.9,0.446,0.7,2.1,0.32,4.2,8.8,0.477,0.478,4.2,5.2,0.798,0.5,2.5,3.1,6.2,1.6,0.3,3.6,2.2,14.6,940.0,19.9,0.552,0.196,0.478,2.2,11.1,6.6,41.0,3.0,0.8,21.4,28.1,1.3,1.4,2.7,0.14,2.6,1.2,3.8,1.4
Brook Lopez,15206484.5,60825938.0,13668750.0,2012,C,23.0,NJN,5.0,5.0,27.2,7.6,15.4,0.494,0.0,0.0,0.0,7.6,15.4,0.494,0.494,4.0,6.4,0.625,1.6,2.0,3.6,1.2,0.2,0.8,1.2,1.6,19.2,136.0,21.9,0.527,0.0,0.416,6.6,8.8,7.7,10.2,0.4,2.3,6.2,32.7,0.3,0.0,0.3,0.091,3.4,-2.8,0.6,0.1
Robin Lopez,5119761.0,15359283.0,4899293.0,2012,C,23.0,PHO,64.0,0.0,14.0,1.9,4.2,0.461,0.0,0.0,0.0,1.9,4.2,0.461,0.461,1.6,2.2,0.714,1.4,1.9,3.3,0.3,0.3,0.9,0.7,2.0,5.4,895.0,15.2,0.526,0.0,0.52,11.5,14.8,13.2,3.4,1.0,4.9,11.5,18.9,1.2,0.9,2.1,0.115,-2.2,0.0,-2.2,0.0
Ian Mahinmi,4000000.0,16000000.0,4000000.0,2012,C,25.0,DAL,61.0,12.0,18.7,2.1,3.9,0.546,0.0,0.0,0.0,2.1,3.9,0.549,0.546,1.5,2.4,0.639,1.8,3.0,4.7,0.2,0.6,0.5,0.8,2.9,5.8,1139.0,13.5,0.585,0.004,0.618,10.7,17.7,14.3,1.7,1.8,2.2,14.2,14.4,1.7,1.7,3.4,0.144,-2.8,0.4,-2.3,-0.1
Cartier Martin,915852.0,915852.0,915852.0,2012,SF,27.0,WAS,17.0,2.0,23.0,3.5,7.9,0.44,1.7,4.4,0.387,1.8,3.5,0.508,0.549,0.6,1.1,0.579,0.7,2.7,3.4,0.6,0.6,0.1,0.8,2.1,9.3,391.0,12.8,0.555,0.56,0.142,3.4,13.4,8.4,4.2,1.5,0.4,8.4,17.8,0.5,0.2,0.7,0.09,-0.1,-1.0,-1.1,0.1
Roger Mason,1223166.0,1223166.0,1223166.0,2012,SG,31.0,WAS,52.0,0.0,13.4,2.0,5.0,0.399,1.1,3.0,0.383,0.8,2.0,0.423,0.514,0.4,0.5,0.778,0.1,1.2,1.3,0.9,0.3,0.1,0.6,0.6,5.5,697.0,12.1,0.53,0.597,0.105,1.1,10.1,5.6,11.0,1.0,0.6,10.6,19.4,0.6,0.2,0.9,0.059,0.8,-1.8,-1.0,0.2
Jason Maxiell,5000000.0,5000000.0,5000000.0,2012,PF,28.0,DET,65.0,42.0,22.6,2.8,5.9,0.478,0.0,0.0,0.0,2.8,5.9,0.48,0.478,0.9,1.6,0.547,1.9,3.2,5.1,0.6,0.5,0.8,1.1,2.3,6.5,1466.0,11.7,0.493,0.005,0.277,9.9,17.4,13.6,4.7,1.2,2.7,14.2,15.8,0.4,1.3,1.7,0.057,-2.6,-0.6,-3.2,-0.5
O.J. Mayo,4110450.0,8220900.0,4020000.0,2012,SG,24.0,MEM,66.0,0.0,26.8,4.5,11.2,0.408,1.5,4.2,0.364,3.0,7.0,0.434,0.476,2.0,2.6,0.773,0.5,2.7,3.2,2.6,1.1,0.3,1.9,2.1,12.6,1771.0,14.7,0.513,0.374,0.234,1.9,12.1,6.9,16.1,2.1,1.1,13.3,23.9,1.3,2.2,3.5,0.094,0.5,0.4,0.8,1.3
JaVale McGee,11000000.0,44000000.0,10000000.0,2012,C,24.0,TOT,61.0,45.0,25.2,5.0,9.0,0.556,0.0,0.0,0.0,5.0,9.0,0.556,0.556,1.3,2.7,0.461,2.7,5.1,7.8,0.5,0.6,2.2,1.4,2.7,11.3,1535.0,19.9,0.552,0.0,0.303,12.1,23.3,17.7,3.5,1.2,6.6,12.2,20.7,1.9,2.2,4.1,0.127,0.1,0.0,0.2,0.8
Jodie Meeks,1525000.0,3050000.0,1500000.0,2012,SG,24.0,PHI,66.0,50.0,24.9,2.9,7.1,0.409,1.5,4.0,0.365,1.4,3.0,0.468,0.513,1.2,1.3,0.906,0.3,2.2,2.4,0.8,0.6,0.0,0.4,1.2,8.4,1644.0,11.5,0.551,0.57,0.182,1.1,9.8,5.4,5.0,1.3,0.1,5.4,15.2,2.1,2.0,4.1,0.12,-0.8,0.1,-0.7,0.5
C.J. Miles,2225000.0,4450000.0,2225000.0,2012,SG,24.0,UTA,56.0,14.0,20.4,3.2,8.3,0.381,0.8,2.7,0.307,2.3,5.6,0.416,0.43,1.9,2.4,0.794,0.5,1.6,2.1,1.2,0.8,0.3,0.9,2.2,9.1,1145.0,12.4,0.484,0.323,0.292,2.7,9.0,5.8,9.6,2.1,1.3,9.2,22.7,0.7,0.8,1.5,0.063,-1.4,-0.4,-1.8,0.0
Andre Miller,4875000.0,14625000.0,5000000.0,2012,SG,35.0,DEN,66.0,7.0,27.4,3.7,8.4,0.438,0.3,1.3,0.217,3.4,7.1,0.478,0.455,2.1,2.6,0.811,0.8,2.5,3.3,6.7,1.0,0.1,2.7,2.0,9.7,1809.0,14.8,0.51,0.15,0.306,3.5,10.5,7.1,36.5,1.8,0.4,22.0,19.8,1.9,1.0,2.9,0.078,0.5,-0.9,-0.3,0.7
Nazr Mohammed,1352181.0,1352181.0,1352181.0,2012,C,34.0,OKC,63.0,1.0,11.0,1.3,2.7,0.467,0.0,0.0,0.0,1.3,2.7,0.47,0.467,0.2,0.4,0.565,0.9,1.8,2.7,0.2,0.3,0.6,0.4,1.6,2.7,692.0,11.0,0.477,0.006,0.136,10.4,17.1,14.0,3.1,1.5,3.9,12.7,13.4,0.3,1.0,1.3,0.09,-3.0,0.7,-2.4,-0.1
Darius Morris,962195.0,962195.0,962195.0,2012,PG,21.0,LAL,19.0,0.0,8.9,0.9,2.2,0.429,0.2,0.5,0.444,0.7,1.7,0.424,0.476,0.3,0.5,0.667,0.1,0.7,0.8,1.1,0.1,0.0,1.0,0.8,2.4,169.0,5.2,0.5,0.214,0.214,1.4,8.8,5.3,19.1,0.6,0.0,29.2,17.6,-0.2,0.1,-0.2,-0.045,-5.8,-2.0,-7.8,-0.2
Troy Murphy,250000.0,250000.0,250000.0,2012,PF,31.0,LAL,59.0,0.0,16.2,1.3,2.9,0.45,0.5,1.1,0.418,0.8,1.8,0.471,0.532,0.1,0.2,0.667,0.7,2.6,3.2,0.9,0.3,0.3,0.4,1.7,3.2,956.0,9.0,0.537,0.392,0.053,4.9,16.9,11.2,7.9,0.8,1.2,12.9,9.6,0.8,0.9,1.7,0.088,-2.0,0.9,-1.1,0.2
Jameer Nelson,8400000.0,25200000.0,8600000.0,2012,PG,29.0,ORL,57.0,57.0,29.9,4.5,10.6,0.427,1.5,4.1,0.377,3.0,6.6,0.459,0.499,1.2,1.5,0.807,0.5,2.7,3.2,5.7,0.7,0.1,2.4,2.3,11.9,1706.0,14.6,0.524,0.381,0.145,1.9,10.4,6.1,34.0,1.2,0.2,17.3,21.4,2.3,1.2,3.5,0.099,0.8,-0.9,-0.1,0.8
Steve Novak,3750000.0,15000000.0,4054054.0,2012,PF,28.0,NYK,54.0,0.0,18.9,3.0,6.2,0.478,2.5,5.2,0.472,0.5,1.0,0.509,0.675,0.4,0.5,0.846,0.2,1.8,1.9,0.2,0.3,0.2,0.4,1.1,8.8,1020.0,15.9,0.684,0.837,0.077,1.0,10.9,5.9,2.0,0.8,0.7,5.7,16.2,2.9,0.9,3.9,0.181,4.6,-0.5,4.1,1.6
Jermaine O'Neal,1352181.0,1352181.0,1352181.0,2012,C,33.0,BOS,25.0,24.0,22.8,2.1,4.8,0.433,0.0,0.0,0.0,2.1,4.8,0.433,0.433,0.8,1.2,0.677,1.5,3.9,5.4,0.4,0.3,1.7,0.8,3.2,5.0,570.0,9.4,0.468,0.0,0.258,8.0,19.4,14.0,2.7,0.7,5.8,13.6,13.0,-0.1,1.2,1.1,0.091,-4.6,2.1,-2.5,-0.1
Jannero Pargo,137387.0,137387.0,137387.0,2012,PG,32.0,ATL,50.0,0.0,13.4,2.1,5.1,0.415,1.1,2.8,0.384,1.0,2.3,0.452,0.52,0.4,0.4,0.95,0.2,1.3,1.5,1.9,0.4,0.0,1.0,1.3,5.6,671.0,13.6,0.539,0.545,0.079,1.6,11.1,6.4,24.1,1.6,0.2,15.8,21.8,0.6,0.8,1.3,0.095,0.0,-0.6,-0.6,0.2
A.J. Price,885120.0,885120.0,885120.0,2012,PG,25.0,IND,44.0,1.0,12.9,1.3,4.0,0.339,0.6,2.0,0.295,0.8,2.0,0.384,0.414,0.6,0.8,0.8,0.3,1.1,1.4,2.0,0.5,0.0,0.7,0.7,3.9,568.0,11.5,0.454,0.506,0.201,2.6,9.4,6.0,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,0.063,-0.6,-0.5,-1.0,0.1
Ronnie Price,1206157.0,2412314.0,1146337.0,2012,PG,28.0,PHO,36.0,8.0,14.4,1.4,3.6,0.377,0.4,1.2,0.295,1.0,2.4,0.419,0.427,0.6,0.7,0.8,0.5,1.1,1.6,1.9,0.9,0.1,1.3,2.0,3.6,517.0,8.4,0.465,0.338,0.192,4.0,8.2,6.1,18.7,3.4,0.4,24.6,16.4,-0.4,0.5,0.1,0.008,-4.7,1.5,-3.1,-0.2
Joel Przybilla,1352181.0,1352181.0,1352181.0,2012,C,32.0,POR,27.0,19.0,16.6,0.8,1.8,0.458,0.0,0.0,0.0,0.8,1.8,0.458,0.458,0.4,0.7,0.611,1.1,4.0,5.1,0.2,0.1,0.6,0.8,2.4,2.0,449.0,6.0,0.492,0.0,0.375,7.4,28.9,17.9,1.9,0.5,2.8,28.2,7.9,-0.2,0.5,0.3,0.034,-5.3,-0.2,-5.5,-0.4
Anthony Randolph,1750000.0,5250000.0,1674641.0,2012,PF,22.0,MIN,34.0,5.0,15.2,2.8,5.9,0.47,0.0,0.0,0.0,2.8,5.9,0.472,0.47,1.9,2.5,0.762,1.2,2.4,3.6,0.6,0.4,1.0,1.2,1.6,7.4,517.0,17.6,0.532,0.005,0.42,9.0,17.5,13.2,6.6,1.3,4.8,14.4,23.8,0.5,0.6,1.1,0.099,-1.4,0.6,-0.8,0.2
Nate Robinson,1146337.0,1146337.0,1146337.0,2012,PG,27.0,GSW,51.0,9.0,23.4,4.0,9.5,0.424,1.3,3.5,0.365,2.7,5.9,0.459,0.492,1.8,2.2,0.832,0.3,1.7,2.0,4.5,1.2,0.0,1.5,2.3,11.2,1192.0,18.0,0.534,0.374,0.233,1.4,8.1,4.8,31.8,2.6,0.1,12.3,23.6,2.4,0.4,2.8,0.111,1.5,-1.1,0.4,0.7
Brandon Rush,4000000.0,8000000.0,4000000.0,2012,SF,26.0,GSW,65.0,1.0,26.4,3.6,7.2,0.501,1.5,3.4,0.452,2.1,3.8,0.544,0.607,1.0,1.3,0.793,0.5,3.4,3.9,1.4,0.5,0.9,1.0,1.0,9.8,1717.0,15.2,0.628,0.467,0.175,2.2,14.4,8.3,7.9,1.1,2.6,11.9,15.4,2.9,0.6,3.5,0.099,2.1,-0.4,1.7,1.6
Luis Scola,4508504.333333333,13525513.0,4148510.0,2012,PF,31.0,HOU,66.0,66.0,31.3,6.6,13.5,0.491,0.0,0.0,0.0,6.6,13.4,0.493,0.491,2.3,3.0,0.773,1.8,4.6,6.5,2.1,0.5,0.4,2.3,3.2,15.5,2067.0,15.4,0.526,0.003,0.223,6.8,17.3,12.0,12.0,0.9,0.9,13.6,24.8,1.8,1.6,3.4,0.08,-1.0,-0.9,-1.9,0.0
Ramon Sessions,5000000.0,10000000.0,5000000.0,2012,PG,25.0,TOT,64.0,23.0,26.7,3.8,8.8,0.428,0.7,1.5,0.443,3.1,7.3,0.425,0.466,3.0,3.9,0.782,0.5,2.8,3.3,5.5,0.7,0.0,2.2,1.6,11.3,1707.0,16.7,0.535,0.172,0.439,2.2,12.0,7.1,35.5,1.4,0.1,17.3,21.6,2.9,0.8,3.7,0.104,1.0,-1.4,-0.4,0.7
J.R. Smith,2869597.0,5739194.0,2806452.0,2012,SG,26.0,NYK,35.0,1.0,27.6,4.7,11.6,0.407,1.9,5.5,0.347,2.8,6.1,0.462,0.49,1.1,1.6,0.709,0.8,3.1,3.9,2.4,1.5,0.2,1.3,2.5,12.5,967.0,15.2,0.508,0.477,0.136,3.4,12.9,8.1,15.2,2.9,0.5,9.7,22.0,1.0,1.5,2.5,0.122,0.8,1.3,2.1,1.0
Marreese Speights,4357500.0,8715000.0,4200000.0,2012,PF,24.0,MEM,60.0,54.0,22.4,3.7,8.1,0.453,0.0,0.1,0.0,3.7,8.1,0.456,0.453,1.4,1.8,0.771,2.2,4.0,6.2,0.8,0.4,0.5,1.2,2.5,8.8,1345.0,14.1,0.491,0.006,0.223,11.3,21.4,16.2,6.0,0.8,1.8,12.1,20.5,0.9,1.7,2.7,0.096,-1.8,-1.2,-3.0,-0.4
Jerry Stackhouse,1352181.0,1352181.0,1352181.0,2012,SF,37.0,ATL,30.0,0.0,9.1,1.2,3.3,0.37,0.4,1.3,0.342,0.8,2.1,0.387,0.435,0.7,0.8,0.913,0.2,0.6,0.8,0.5,0.3,0.1,0.4,0.4,3.6,273.0,11.5,0.49,0.38,0.23,2.6,7.2,4.9,8.3,1.9,0.8,10.6,21.2,0.0,0.3,0.3,0.06,-1.2,0.0,-1.3,0.0
DeShawn Stevenson,2240450.0,6721350.0,2240450.0,2012,SF,30.0,NJN,51.0,30.0,18.8,1.0,3.4,0.285,0.8,2.8,0.283,0.2,0.5,0.296,0.404,0.2,0.3,0.563,0.1,1.8,2.0,0.8,0.4,0.1,0.4,1.2,2.9,960.0,4.3,0.413,0.843,0.093,0.8,11.7,6.1,6.5,1.1,0.3,9.6,9.4,-0.3,0.1,-0.3,-0.014,-3.9,-0.6,-4.4,-0.6
Greg Stiemsma,2632937.5,5265875.0,2575000.0,2012,C,26.0,BOS,55.0,3.0,13.9,1.2,2.2,0.545,0.0,0.0,0.0,1.2,2.2,0.545,0.545,0.5,0.7,0.707,0.9,2.3,3.2,0.5,0.7,1.5,0.6,2.6,2.9,766.0,13.6,0.579,0.0,0.339,7.7,19.0,13.6,5.6,2.6,8.5,19.2,10.8,0.6,2.2,2.7,0.17,-4.0,5.5,1.4,0.7
Jason Terry,5225000.0,15675000.0,5000000.0,2012,SG,34.0,DAL,63.0,1.0,31.7,5.7,13.2,0.43,2.2,5.8,0.378,3.5,7.4,0.471,0.513,1.6,1.8,0.883,0.3,2.1,2.4,3.6,1.2,0.2,2.0,1.1,15.1,2000.0,15.7,0.54,0.44,0.134,0.9,7.4,4.2,19.9,1.9,0.4,12.6,23.3,2.0,1.8,3.8,0.092,1.7,-0.3,1.4,1.7
Hasheem Thabeet,1216666.6666666667,3650000.0,1200000.0,2012,C,24.0,TOT,20.0,3.0,7.0,0.6,1.1,0.524,0.0,0.0,0.0,0.6,1.1,0.524,0.524,0.7,1.0,0.65,0.8,1.3,2.1,0.0,0.1,0.5,0.4,1.0,1.8,139.0,12.4,0.587,0.0,0.952,13.1,22.2,17.6,0.0,0.4,5.5,21.2,12.4,0.1,0.2,0.3,0.102,-3.4,-0.4,-3.9,-0.1
Jason Thompson,6037500.0,30187500.0,5250000.0,2012,PF,25.0,SAC,64.0,47.0,25.9,3.7,6.9,0.535,0.0,0.0,0.0,3.7,6.9,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,1.1,2.3,9.1,1657.0,16.4,0.558,0.005,0.409,10.5,19.3,14.7,7.5,1.3,1.9,11.5,15.5,3.1,0.8,3.9,0.114,0.2,-1.1,-0.9,0.5
Jamaal Tinsley,1352181.0,1352181.0,1352181.0,2012,PG,33.0,UTA,37.0,1.0,13.7,1.5,3.8,0.404,0.3,1.0,0.27,1.3,2.8,0.452,0.44,0.4,0.5,0.765,0.2,1.1,1.2,3.3,0.5,0.2,1.4,1.3,3.7,507.0,10.9,0.461,0.262,0.121,1.3,8.9,5.1,36.3,1.8,1.3,25.9,17.8,-0.2,0.3,0.1,0.006,-1.7,-1.5,-3.2,-0.2
Anthony Tolliver,915852.0,915852.0,915852.0,2012,SF,26.0,MIN,51.0,0.0,17.3,1.4,3.6,0.39,0.5,2.0,0.248,0.9,1.6,0.568,0.459,0.8,1.1,0.745,1.0,2.0,3.0,0.4,0.4,0.4,0.7,1.7,4.1,882.0,8.3,0.504,0.555,0.302,6.2,13.0,9.6,3.8,1.0,1.5,14.5,12.2,0.3,0.6,0.9,0.049,-2.8,0.1,-2.6,-0.2
Ronny Turiaf,1146337.0,1146337.0,1146337.0,2012,C,29.0,TOT,17.0,5.0,16.4,1.1,1.9,0.576,0.0,0.1,0.0,1.1,1.9,0.594,0.576,0.8,1.3,0.591,1.2,2.9,4.1,0.6,0.8,1.0,0.8,2.3,3.0,279.0,12.3,0.597,0.03,0.667,8.9,20.6,14.8,5.1,2.6,4.9,24.7,9.4,0.2,0.6,0.8,0.137,-2.8,2.6,-0.2,0.1
